id,title,company,location,matched_regency,match_score,Latitude,Longitude,Provinsi,Angkatan Kerja - Jumlah Angkatan Kerja
91578986.0,SUPERVISOR HOUSEKEEPING,Royal D'paragon Land,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91306144.0,English  Customer Service (Night Shift),Concentrix,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91312998.0,Administrator (Wilayah Yogyakarta),Datascrip,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91304360.0,B2C Marketing Officer (Yogyakarta),Serasi Autoraya,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91422026.0,Digital Marketing Executive - Social Media,PT. Sinergi Semesta Kreatif (BEPtalk),"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91557717.0,HRD Staff,Sansico Group,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91444974.0,Store Associate dan Cashier - Jawa Tengah & DIY,MAP Active,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91563566.0,General Affair Staff,PT Dutabumi Adipratama,"Sleman, DI Yogyakarta",Sleman,100.0,-7.6894175,110.3812904,DI Yogyakarta,690.157
91360869.0,No Experience Needed - International Live Chat Customer Service,Teleperformance,"Sleman, DI Yogyakarta",Sleman,100.0,-7.6894175,110.3812904,DI Yogyakarta,690.157
91252849.0,HEAD BAKER,Delicia Bakery,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91249691.0,HR Generalist,Natasha Skin Clinic Center,DI Yogyakarta,Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91345219.0,OFFICER DEVELOPMENT PROGRAM (LOKASI PENDIDIKAN YOGYAKARTA),Bumi Lancang Kuning Pusaka,"Yogyakarta, DI Yogyakarta",Kota Yogyakarta,100.0,-7.801349,110.3647351,DI Yogyakarta,218.161
91593160.0,Administrasi dan Akunting,Apotik Five,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91600061.0,Workshop Head,Pengiklan Anonim,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91349053.0,Waiter/Waitress,,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91575386.0,Regional Security Officer,Sinar Mas Agribusiness and Food,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91564158.0,Marketing Admin,,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91586842.0,Admin Procurement,Metiska Farma,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91338214.0,Crew dan Part Time Restaurant (Jabodetabek),HOKBEN,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91486938.0,Operator Produksi,HOKBEN,"Ciracas, Jakarta Raya",Kota Jakarta Timur,100.0,-6.2628908,106.8822289,DKI Jakarta,1.552.037
91553071.0,Marketing Administration,Asuransi Wahana Tata,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91529234.0,Admin & Customer Service Home Charging EV,Indonesia EVP Charger,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91540284.0,Admin,ESQ Group,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91535287.0,Product Planning Staff (Merchandiser),Miniso,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91531310.0,Office Assistant / Administrative Clerk,PT CLOUD DREAM MARKETING,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91591805.0,Accounting Staff (Export Division),Indofood,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91598095.0,BAKER,Indocater,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91525232.0,Administrasi Umum - Jakarta,Techno Carbide,"Jakarta Timur, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91587135.0,Invoicing Admin,PT. CND INTERNATIONAL TRADE INDONESIA,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91600344.0,Personal Assistant to Director,PT Atlas Wasa Nusantara,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91565684.0,SEKRETARIS & ADMIN,PT CAHAYA PUTIH ENERGI ALAM,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91528371.0,Sales Support,Pioneer,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91590172.0,Development Promotion Supervisor - Jakarta Banten,PT Gunung Slamat,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91439589.0,Sales Promoter - Jakarta,Panasonic,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91213662.0,Content Creator,Astaguna Wisesa,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91500032.0,ADMINISTRASI,Sukses Jaya Copierindo,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91146167.0,Host Live Streaming,Kiip Kiip Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91561770.0,Office & Sales Admin,Fusion Dynamics,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91553710.0,CREW STORE,Jawara Bakery,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91495287.0,PURCHASING STAFF,PT Tangguh Niaga Karya,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91338516.0,Admin,Sapta Tunas Technology,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91394447.0,Staff Administrasi,,"Kalideres, Jakarta Raya",Kota Jakarta Barat,100.0,-6.161569,106.7438905,DKI Jakarta,1.244.249
91525058.0,Talent Acquisition Officer,Dwidaya World Wide,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91232968.0,Accounting Tax Staff,Astaguna Wisesa,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91302923.0,Admin Staff,Tigaka Distrindo Perkasa,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91286214.0,Administrative Assistant,Siam Cement Group,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91315949.0,Administration Staff,Pt. Samudera Asia Sejahtera,"Kalideres, Jakarta Raya",Kota Jakarta Barat,100.0,-6.161569,106.7438905,DKI Jakarta,1.244.249
91584429.0,Service Staff (Frontliner) JABODETABEK,,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91554368.0,Staff Resto,,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91552415.0,Store Leader - JABODETABEK Karawang,MAP Active,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91585606.0,Customer Service EXIM,,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91500715.0,STAFF STRATEGIC PURCHASING - SUPERVISOR LEVEL,Daesang Ingredients Indonesia,"Pulo Gadung, Jakarta Raya",Kota Jakarta Timur,100.0,-6.2628908,106.8822289,DKI Jakarta,1.552.037
91472506.0,Driver Ketua Umum,Yayasan Sahid Jaya,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91585685.0,IT PMO,Akulaku,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91498917.0,GA Admin,Baramulti Sugih Sentosa,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91545476.0,Driver Operasional Direksi,WINGS Group,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91597841.0,FOOD SAFETY,Indocater,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91598257.0,Housekeeping Supervisor,Indocater,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91479189.0,Barista & Dessert Bar TIGA INDERA By Kemayu,Kemayu And Co,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91599571.0,Area Sales Representative,Benberg Arome Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91512565.0,Training & Development Academy (Multiple Levels),Pesta Pora Abadi,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91561329.0,Warehouse Administrator,Akzo Nobel,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91473224.0,Technical,Electrodata Integration System,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91536395.0,Operator Mesin Milling CNC,PT. Hippo Prima Plast,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91589933.0,SUPERVISOR JABODETABEK,Funworld Prima,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91555438.0,Personal Assistant,M Cash Integrasi,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91480645.0,Personal Assistant,Pengiklan Anonim,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91253425.0,Vehicle Supervisor (General Affair),Kapal Api Global,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91564732.0,Head Baker,,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91524390.0,Admin Store & Packing,Kedai Bubuk Group,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91475545.0,KEPALA GUDANG (WAREHOUSE),,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91549402.0,HR Operation Admin,Trimegah Bangun Persada,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91515050.0,Admin Sales & Marketing,Lixil Aluminium Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91587169.0,OPERATION MANAGER (DISTRIBUSIKOSMETIK & E-COMMERCE),Honey International Indonesia,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91345579.0,Staff Outlet,Dapur Cokelat,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91601198.0,Account Manager for Securxcess,Lintas Teknologi Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91438291.0,Procurement Staff (Buyer),HOKBEN,"Jakarta Timur, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91471224.0,Customer Service,Bank JTrust Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91224179.0,Staff Admin Operation,Lintas Tenggara Sejahtera,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91222650.0,General Affairs Staff (Ticketing),Indofood,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91540478.0,Operation MICE Staff,Dwidaya World Wide,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91419145.0,Desk Collection Officer,Allo Bank Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91451619.0,Admin Legal,Jaya Trade Indonesia,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91498885.0,Account Receivable,Columbia Asia Group,"Jakarta Timur, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91461409.0,Sales Area & Chanel Development,PT Acmefog Pertumbuhan Komersil,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91426723.0,Supervisor Outlet F&B Jabodetabek,Lakuliner,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91261624.0,Data Analyst,Dipo Star Finance,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91471994.0,Telesales,Bisalunas,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91237815.0,Sales Executive,Wook Mobile Commerce,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91363082.0,SPV WAREHOUSE,Autoline Jaya Motor,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91499702.0,Legal Staff,Luas Birus Utama,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91592081.0,Customer Service Supervisor,Heura,"Kelapa Gading, Jakarta Raya",Kota Jakarta Utara,100.0,-6.136197,106.9006902,DKI Jakarta,951.895
91473362.0,SALES EXECUTIVE,Bogamas Maju Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91486626.0,Host Live Streaming,Heura,"Kelapa Gading, Jakarta Raya",Kota Jakarta Utara,100.0,-6.136197,106.9006902,DKI Jakarta,951.895
91566872.0,Purchasing,,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91554623.0,HRD - GENERAL AFFAIR,Total Trans Logistics,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91416074.0,Finance AR (Account Receivable),Vektordaya Mekatrika,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91116137.0,BRANCH MANAGER  (PERUSAHAAN FMCG),PT Tirta Gracia Utama,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91554726.0,Customer Experience Supervisor,Arya Noble,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91581478.0,Event Runner (Freelance),PT Sahabat Pesta Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91251369.0,Sales Admin,PT Hobby Sentosa,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91555618.0,EXPORT IMPORT STAFF,Total Trans Logistics,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91286031.0,Heavy Equipment Technician Trainee,Sany Perkasa,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91509553.0,Store Manager Trainee,PT.SELALU BAHAGIA SEJAHTERA,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91345829.0,PROJECT ADMIN MANAGEMENT,Triguna Mandala,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91284778.0,HRD,Giyanti Coffee Roastery,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
90995070.0,Host Live Streaming,PT Iceler Teknik Indonesia,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91225714.0,Staf Marketing,Cahaya Mas Cemerlang,"Jakarta Timur, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91227011.0,STAFF MARKETING,PT Multi Gas Medika,"Jakarta Timur, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91420453.0,HRGA Staff,Kotamas Makmur,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91561183.0,Perawat,RS Firdaus,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91588945.0,Client Advisor,Prima Bersama Berkat,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91457173.0,LEGAL OFFICER,PT Essen Logistics Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91236937.0,RECRUITMENT SPECIALIST,Wahana Adidaya Bangun,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91125154.0,marketplace packing dan admin,Pengiklan Anonim,"Jakarta Barat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
90892398.0,Customer Service,Finture Tech Indonesia,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91534825.0,Customer Experience Staff,Pengiklan Anonim,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91534173.0,HR SPV,Aris Keep Going,"Jakarta Utara, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91485057.0,Sales Home Appliances,Midea,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91498798.0,Accounting Staff,ASRI,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91447445.0,Head of Operations / Operational Manager F&B (Multi Brand),,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91500348.0,Database Staff/Data Collection (Coal Mining),Pengiklan Anonim,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91451288.0,F&B Attendant,,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91164917.0,ADMIN FINANCE & PURCHASING,PT TUJUH BINTANG KIRANA,"Jakarta Selatan, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91362184.0,Purchasing Staff,Ekakarya Graha Flora,Jakarta Raya,Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
91579427.0,Accounting,BPR Sarana Utama Multidana,"Jakarta Pusat, Jakarta Raya",Kota Jakarta Pusat,100.0,-6.18234,106.8428715,DKI Jakarta,546.914
